_id,tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
487,2018-12-11T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,Jl. Prapanca Raya No.9,Petogogan,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201812
488,2018-12-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Mangga Raya ( Kantor Perpustakan dan Arsip ),Duri Kepa,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201812
489,2018-12-11T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl.Outer Ringroad ( Carrefoor Puri ),Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
490,2018-12-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Komplek Deplu Kreo,Tangerang,Tangerang,Kota Tangerang,0,1000000,201812
491,2018-12-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.H.Juhri Gg.H.Badul,Meruya Selatan,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
492,2018-12-11T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl.Intan 7 Blok F5,Meruya Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
493,2018-12-11T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Komplek PU ( Ruko PT.Indotel Graha Pratama No..41,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
494,2018-12-11T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201812
495,2018-12-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201812
496,2018-12-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Bogor ( Depan Halte Bus Ramayana ),Kramat Jati,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201812
497,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Raya Bogor,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201812
498,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Langgar II,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,1,1000000,201812
499,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Goa Monyet,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
500,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Brawijaya XII, No.1",Pulo,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,500000,201812
501,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Gg. Damai, No.8",Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,1,10000000,201812
502,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Rawajati Barat V,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201812
503,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Sederhana / Jl. Kyai Abdullah Syafei,Manggarai Selatan,Tebet,Kota Administrasi Jakarta Selatan,0,0,201812
504,2018-12-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Kampung Duri,Duri Kosambi,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201812
505,2018-12-12T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Rambutan VII,Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
506,2018-12-12T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Pertani IV,Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201812
507,2018-12-12T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Siaga Raya (Halaman Kelurahan Pejaten Barat),Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
508,2018-12-12T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Limo III,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201812
509,2018-12-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. P. Komarudin Gg. H. Nawan No..14,Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,0,0,201812
510,2018-12-12T00:00:00,Penyelamatan,Pohon Tumbang,Jakarta Siaga 112,Jl. Benda Atas,Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
511,2018-12-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Pato Tonggara,Kramat Jati,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201812
512,2018-12-12T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Telepon,"Jl. Tawakal II, No..3",Tomang,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201812
513,2018-12-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Sekolah No..12,Tegal Alur,Kalideres,Kota Administrasi Jakarta Barat,0,0,201812
514,2018-12-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pertanian V,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201812
515,2018-12-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kelapa Puyuh III,Kelapa Gading timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,3000000,201812
516,2018-12-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Al Ikhsan,Kramat Jati,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201812
517,2018-12-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Satria 2,Ujung menteng,Cakung,Kota Administrasi Jakarta Timur,0,0,201812
518,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. H. Nawi Raya,Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,100000000,201812
519,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Metro Pondok Indah,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
520,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Ciputat Raya (Halte Busway Plaza 3 Pondok Indah),Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
521,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Batan,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201812
522,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Lebak Bulus 3,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201812
523,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,"Jl. H. Nawi Raya, Gg. Madrasah",Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201812
524,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Ciputat Raya (Pintu Tol Pondok Pinang),Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
525,2018-12-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Kalibata Utara 2, No. 152B",Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201812
526,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Sekolah Kencana IV,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
527,2018-12-13T00:00:00,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,"Jl. Triloka F, No. 05 (Komplek MBAU)",Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201812
528,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Jakarta Siaga 112,Jl. Gandaria 1,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201812
529,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,"Jl. Ampera Raya, No. 20 ( Gedung Medco )",Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
530,2018-12-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kelapa Sawit,Pondok kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,2000000,201812
531,2018-12-13T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,"Jl. H. Suit, No. 3",Semper barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,201812
532,2018-12-13T00:00:00,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl. Pisangan Lama Timur (Kawasan Psr. Induk Cipinang),Cipinang,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201812
533,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,"Jl. Manggarai Utara 1, Blok F14",Manggarai,Tebet,Kota Administrasi Jakarta Selatan,0,0,201812
534,2018-12-13T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. M. T. Haryono (Fly Over Pancoran),Cikoko,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201812
535,2018-12-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. A, No. 12",Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
536,2018-12-13T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Gunung Balong,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201812
537,2018-12-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Danau Limboto,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,30000000,201812
538,2018-12-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Taman Malaka Selatan Blok A3 No..36,Pondok kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,12000000,201812
539,2018-12-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Taman Malaka Barat 1A,Pondok kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201812
540,2018-12-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Swadaya IV,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,26,150000000,201812
541,2018-12-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Dukuh I No3A,Dukuh,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201812
542,2018-12-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.K.H Hasyim Gg.Pondok Cabe,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
543,2018-12-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Kav Sawah Indah II,Ujung menteng,Cakung,Kota Administrasi Jakarta Timur,0,0,201812
544,2018-12-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Moh.Khafi 1 No..1,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201812
545,2018-12-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Laur Gg.Barat Pulau Kelapa Dua,Pulau Kelapa,Kep. Seribu Utara,Kota Administrasi Jakarta Utara,0,0,201812
546,2018-12-14T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl.Bismat Timur II,Papanggo,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201812
547,2018-12-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kopi Raya,Roa Malaka,Tambora,Kota Administrasi Jakarta Barat,0,0,201812
548,2018-12-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Joglo Raya ( komplek Keuangan ),Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
549,2018-12-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Kebon besar I No..40,Gandaria Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201812
550,2018-12-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Antara No..48,Bekasi,Bekasi,Kota Bekasi,0,1000000,201812
551,2018-12-15T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Pintu Masuk Monas ( Stasiun Gambir ),Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
552,2018-12-15T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201812
553,2018-12-15T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Gedung Balaikota,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
554,2018-12-15T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Monumen Pancasila Sakti,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,0,0,201812
555,2018-12-15T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,"Komplek Taman Mini ""Anjungan Sulawesi Tengah""",Cipayung,Cipayung,Kota Administrasi Jakarta Timur,0,0,201812
556,2018-12-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Masjid IV,Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,5,900000000,201812
557,2018-12-15T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl. Basuki Pulo harapan 4 No.46,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,201812
558,2018-12-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Fajar Buru Utara No.6,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,1,60000000,201812
559,2018-12-15T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Taman Melati,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,201812
560,2018-12-15T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kampung Baru III,Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201812
561,2018-12-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tipar Cakung Gg. Salon,Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,201812
562,2018-12-15T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Parkiran Selatan & Plaza Tengara Senanyan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201812
563,2018-12-16T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,"Hall A JCC, Jl. Gatot Subroto",Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201812
564,2018-12-15T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. bukit Indah Golf No..PB,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
565,2018-12-16T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Datang,"Jl. Warakas V, Gg. II",Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201812
566,2018-12-16T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Kelapa Puan,Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201812
567,2018-12-16T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Polka,Kelapa Gading timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201812
568,2018-12-16T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Danau Sunter Selatan,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201812
569,2018-12-16T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,"Jl. Sapta Taruna Raya, No. 28 (Komplek PU)",Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201812
570,2018-12-16T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Epidka,Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201812
571,2018-12-16T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Rawajati Timur,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201812
572,2018-12-16T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,"Jl. Masjid At-Taqwa, No. 21",Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,0,15000000,201812
573,2018-12-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Gading Raya 2,Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201812
574,2018-12-16T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Tipar Timur,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,201812
575,2018-12-16T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Setia Kawan Ujung,Duri Pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
576,2018-12-16T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. TPU Utan Jati,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,201812
577,2018-12-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. K.S. Tubun 1,Kota Bambu Selatan,Palmerah,Kota Administrasi Jakarta Barat,2,350000000,201812
578,2018-12-16T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Garuda Raya,Pesanggrahan,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201812
579,2018-12-16T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Epidka,Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201812
580,2018-12-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Diesel, Komplek Batan",Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201812
581,2018-12-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Raya Bekasi, No. 34 (Komplek TNI AD)",Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,201812
582,2018-12-16T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Suryo Pranoto,Petojo Selatan,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
583,2018-12-16T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Pintu Pertamina Monumen nasional,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
584,2018-12-16T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Parkir Selatan Plaza Senayan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201812
585,2018-12-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Panjang, No. 6C",Kedoya Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201812
586,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Gladeol IV, No. 24 - 25 (Komplek Taman Modern)",Ujung Menteng,Cakung,Kota Administrasi Jakarta Timur,0,0,201812
587,2018-12-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Asgo II Kav 23,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,1,1500000,201812
588,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Waru VI No. 2,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201812
589,2018-12-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taman makam pahlawan sebrang,Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,0,200000,201812
590,2018-12-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Pandan 3,Pondok kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,1,1000000,201812
591,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Baret Biru IV,Kalisari,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,201812
592,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Kawasan Silang Monas,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
593,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Gotong Royong No. 40,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
594,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.H.Mading,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
595,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Walang Baru Komplek Sekneg Blok R No.18,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,201812
596,2018-12-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Jabir No..23 ( SDN 12 Pagi ),Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,200000,201812
597,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Raya Ragunan Komplek Kejagung RI Blok G1,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
598,2018-12-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Rusun Bumi Cengkareng Indah Blok Melati 3,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,50000000,201812
599,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Rusun Ciracas,Ciracas,Ciracas,Kota Administrasi Jakarta Timur,0,10000000,201812
600,2018-12-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,RPTRA CATRA BANGSA,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201812
601,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Kresek,Duri Kosambi,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201812
602,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mandor Amin No..12,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,1,60000000,201812
603,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taman Surya,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,1,1500000,201812
604,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. H. Saabah,Meruya Selatan,Kembangan,Kota Administrasi Jakarta Barat,0,0,201812
605,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Olah Raga No..39,Cililitan,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201812
606,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. BB (Pasar Cipinang Muara),Cipinang Muara,Jatinegara,Kota Administrasi Jakarta Timur,6,800000000,201812
607,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Madrasah VI No..24A,Pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,201812
608,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Limo,Bali Mester,Jatinegara,Kota Administrasi Jakarta Timur,0,25000000,201812
609,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201812
610,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. warakas I Gg.23,Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201812
611,2018-12-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kramat Sentiong No..69,Kramat,Senen,Kota Administrasi Jakarta Pusat,0,450000000,201812
612,2018-12-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Peternakan,Kampung Tengah,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201812
613,2018-12-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Adhikarya,Kedoya Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201812
614,2018-12-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Mega Kuningan VII,Kuningan Timur,Setiabudi,Kota Administrasi Jakarta Selatan,0,0,201812
615,2018-12-30T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Manggar Ujung Komplek Imigrasi Blok C No..17,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,1,200000000,201812
616,2018-12-29T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl.Cempaka Putih Barat VII No..11,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201812
617,2018-12-29T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,JL- EXPO,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201812
618,2018-12-29T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,JL.Raya KKO Marinir,Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201812
619,2018-12-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Laksana Raya No..12,Kartini,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201812
620,2018-12-29T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,"Monumen Nasional (Monas), Pintu Pertamina",Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201812
621,2018-12-30T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kp. Pulo,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,0,0,201812
